FacName,FacStreet,FacCity,FacState,RegistryID,FacCounty,FacLat,FacLong,FacSNCFlg,FacQtrsWithNC,FacPenaltyCount,GHGCO2Releases,TRIReleasesTransfers,FacMapFlg,"DFR URL"
"ARMANDOS BODY SHOP","1718 63RD ST",KENOSHA,WI,110005467146,KENOSHA,42.577704,-87.83036,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005467146
"IMPERIAL LITHOGRAPHING","914 E HAMILTON ST",MILWAUKEE,WI,110001927416,MILWAUKEE,43.05444,-87.90047,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110001927416
LUCKYS,,,WI,110049593560,KENOSHA,42.579703,-87.424898,N,7,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049593560
"CAMP WAKONDA CEDAR LODGE",,,WI,110050650461,MARQUETTE,43.826053,-89.409095,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050650461
"SISTER BAY WATERWORKS","102 AUTUMN CT","SISTER BAY",WI,110013076189,DOOR,45.18893,-87.10706,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013076189
"PREVEA LENA CLINIC","200 S ROSERA ST",LENA,WI,110070200671,OCONTO,44.94999,-88.04691,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070200671
"KESTELL FURNITURE CO INC","1311 MILWAUKEE DRIVE","NEW HOLSTEIN",WI,110005427172,CALUMET,43.94665,-88.07914,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005427172
"VEGAS GENTLEMANS CLUB",,,WI,110050620690,WALWORTH,42.66811,-88.541731,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050620690
CABELAS,"1499 LOMBARDI AVE",ASHWAUBENON,WI,110055417632,BROWN,44.494963,-88.069809,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110055417632
"BUTCHS HIGH LITE AUTO BODY","301 WOODLAND DR","FORT ATKINSON",WI,110005478045,JEFFERSON,42.94308,-88.83172,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005478045
"PARDUNS JACK PINE CAMPGROUND",,,WI,WI8070263,Burnett,45.865255,-92.367978,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WI8070263
"FALLS MFG INC","N60 W15723 KOHLER LN","MENOMONEE FALLS",WI,110009515523,WAUKESHA,43.125858,-88.104299,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110009515523
"GALLOWAY  COMMUNITY CENTER",,,WI,110050701040,MARATHON,44.898036,-89.757823,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050701040
"ONE HOUR MARTINIZING","233 W LAYTON AVE",MILWAUKEE,WI,110005448596,MILWAUKEE,42.959116,-87.912738,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005448596
"BARRE TN","TN SHOP","WEST SALEM",WI,110008241250,"LA CROSSE",43.90401,-91.101498,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110008241250
"MINIATURE PRECISION COMPONENTS","100 WISCONSIN ST.",WALWORTH,WI,110005411660,WALWORTH,42.54172,-88.60275,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005411660
"CALVARY COVENANT CHURCH",,,WI,110052039511,BURNETT,45.865255,-92.367978,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052039511
"SALEMVILLE CHEESE COOP OF CAMBRIA","W4481 HIGHWAY GG, CAMBRIA","MANCHESTER, TOWN OF",WI,110070023203,"GREEN LAKE",43.64642,-89.100411,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070023203
"COUNTRY ESTATES SANITARY DISTRICT TOWN OF LYONS #1","6979 PRAIRIE LANE",BURLINGTON,WI,110013078114,WALWORTH,42.652618,-88.401866,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013078114
"WI AIR NATL GUARD HARDWOOD GUNNERY R","RT 1 BOX 387",NECEDAH,WI,110006142842,JUNEAU,44.0502,-90.0706,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110006142842
"CAPTAINS COVE",,,WI,110049916622,WINNEBAGO,44.085707,-88.668149,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049916622
"MAXS RESORT",,,WI,110049895878,CHIPPEWA,45.069092,-91.283505,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049895878
"C MART",,,WI,110050834095,BROWN,44.473961,-87.995926,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050834095
"PEPIN SPORTSMANS CLUB",,,WI,110052030574,PEPIN,44.627436,-91.83489,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052030574
"DICKS BODY SHOP","W154 N11412 FOND DU LAC AVE",GERMANTOWN,WI,110005454720,WASHINGTON,43.212528,-88.083746,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005454720
"KANSASVILLE RACEWAY BP",,,WI,110050783513,RACINE,42.754075,-87.414676,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050783513
"D & L PUMP & PANTRY","6575 75TH ST",KENOSHA,WI,110005481488,KENOSHA,42.566715,-87.886985,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005481488
"PIOTROWSKIS TAVERN",,,WI,110052005209,TAYLOR,45.211656,-90.504853,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052005209
"CHECKER LOGISTICS INC","1715 DIXIE RD",NEENAH,WI,110005467627,WINNEBAGO,44.13957,-88.48812,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005467627
"MCKAY NURSERY - CORPORATE HDQTRS",,,WI,110049652522,JEFFERSON,43.013807,-88.773986,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049652522
"WOODSIDE COTTAGES 2",,,WI,WI8040772,Bayfield,46.634199,-91.177282,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WI8040772
"MIDWAY CHEV PONTIAC","CTH X",OWEN,WI,110008234856,CLARK,44.900667,-90.545878,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110008234856
"CEDAR FALLS TRUCK EQUIPMENT","RR 2 CTH BB",MENOMONIE,WI,110008235702,DUNN,44.850544,-91.903947,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110008235702
"FISHER BARTON BLADES","300 AIR PARK DR",WATERTOWN,WI,110060258894,JEFFERSON,43.16593,-88.71815,N,,,,226618,Y,https://echo.epa.gov/detailed-facility-report?fid=110060258894
"ST GERMAIN GOLF CLUB ON COURSE",,,WI,110052032652,VILAS,46.049848,-89.501254,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052032652
"CLARKS MILLS SANITARY DISTRICT","1376 PIESCHEL LANE",CATO,WI,110010885943,MANITOWOC,44.094795,-87.847596,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110010885943
"ST EDWARD SCH & CH",,,WI,110050667863,OUTAGAMIE,44.418226,-88.464988,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050667863
"CDM TOOLS & MANUFACTURING CO LLC","749 N WACKER DR",HARTFORD,WI,110005407791,WASHINGTON,43.32587,-88.38985,N,0,,,294,Y,https://echo.epa.gov/detailed-facility-report?fid=110005407791
"WISCONSIN BELL GARAGE","820 WITZEL AVE",OSHKOSH,WI,110005502349,WINNEBAGO,44.01782,-88.55898,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005502349
"CROSS PLAINS WASTEWATER TREATMENT FACILITY","1000 MAIN STREET","CROSS PLAINS",WI,110010889636,DANE,43.11482,-89.66175,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110010889636
"FISKARS BRANDS INC","305 S 84TH AVE",WAUSAU,WI,110043816635,MARATHON,44.9605,-89.74236,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110043816635
"RUSHES CONDOS UNIT  802",,,WI,110050773604,DOOR,45.067808,-87.087936,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050773604
"MCCOY PARK",,,WI,110050849891,WAUKESHA,43.019308,-88.306707,N,6,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050849891
"RYAN INCORPORATED CENTRAL","108 SCOT DR",CLINTON,WI,110005529641,ROCK,42.54996,-88.87279,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005529641
"SPECIALTY COATING SYSTEMS INC","100 DEPOSITION DR","CLEAR LAKE",WI,110000857797,POLK,45.24984,-92.28157,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110000857797
"TRACTOR SUPPLY CO #2087","1833 EGG HARBOR RD UNIT A","STURGEON BAY",WI,110070125792,DOOR,44.85287,-87.35099,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070125792
"GOOD SAMARITAN MINISTRIES",,,WI,110049858338,BARRON,45.437192,-91.852892,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049858338
"REEDSBURG WATERWORKS","501 UTILITY CT",REEDSBURG,WI,110013086338,SAUK,43.5283,-89.9759,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013086338
"WOLLER PRECISION MACHINE LLC","N4079 N 13TH ST",POUND,WI,WIR000172205,MARINETTE,45.106057,-87.99345,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WIR000172205
"MEMORY LANE FURNITURE","2401 S 16TH ST","LA CROSSE",WI,110070634934,"LA CROSSE",43.78798,-91.23207,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070634934
"MURPH KO FARMS INC","N4017 HWY K","EDEN, TOWN OF",WI,110041249725,"FOND DU LAC",43.683839,-88.398639,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110041249725
"BIG LUG TRACTORS","1335 BEAUPREY RD",SHAWANO,WI,110046365759,SHAWANO,44.770772,-88.571831,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110046365759
"FOXX DEN",,,WI,110052007626,TAYLOR,45.211656,-90.504853,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052007626
"CHRISTMAS MT CLUBHOUSE",,,WI,110053043130,SAUK,43.427998,-89.943329,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110053043130
"TRIANGLE MOTEL",,,WI,110050708418,ONEIDA,45.713791,-89.536693,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050708418
"RED OAK CAMPGROUND",,,WI,110049733730,SAUK,43.427998,-89.943329,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049733730
"EZ LIVIN CONDO ASSN UPPER",,,WI,110050587441,POLK,45.46803,-92.453154,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050587441
"DESTEFANIS GROUP LLC",,,WI,110050805401,WAUKESHA,43.019308,-88.306707,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050805401
"FIBERESIN INDUSTRIES INC","W2620 OAK ST",ASHIPPUN,WI,110070634984,DODGE,43.21172,-88.51626,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070634984
"PUKALL LUMBER COMPANY INC","10894 HIGHWAY 70 EAST, ARBOR VITAE, WISCONSIN","ARBOR VITAE, TOWN OF",WI,110070011257,VILAS,45.920783,-89.694106,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070011257
"DO IT BEST HARDWARE",,,WI,110050792558,OZAUKEE,43.360715,-87.496553,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050792558
"FLEET GUARD INCORPORATED","915 RED IRON ROAD","BLACK RIVER FALLS",WI,110002034334,JACKSON,44.30089,-90.80697,N,0,,,101279,Y,https://echo.epa.gov/detailed-facility-report?fid=110002034334
"WILD GOOSE STATION",,,WI,110049588656,DODGE,43.422706,-88.704379,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049588656
"NORTH BEND SANITARY DISTRICT #1","N576 NORTH BEND DRIVE, MELROSE, WI",MELROSE,WI,110016875595,JACKSON,44.08926,-91.119,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110016875595
"TOMORROW RIVER VILLA HSNG AUTH PORTAGE","125 WAKE ISLAND",AMHERST,WI,110005474888,PORTAGE,44.44775,-89.28769,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005474888
"SILLIKER LABS OF WISCONSIN","3688 KINSMAN BLVD",MADISON,WI,110005531371,DANE,43.12576,-89.3263,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005531371
"HAGERS HILLY HAVEN CAMPGROUND",,,WI,110052434335,SHEBOYGAN,43.746002,-87.730546,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052434335
"ACE CHEMICAL PRODUCTS INC","8415 N 87TH ST",MILWAUKEE,WI,110000419093,MILWAUKEE,43.17069,-88.01827,N,,,,25,Y,https://echo.epa.gov/detailed-facility-report?fid=110000419093
"THOMPSONS AMOCO","211 MAIN ST",OCONTO,WI,110012179212,OCONTO,44.89325,-87.88392,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110012179212
"B & B METALS OFFICE",,,WI,WI4360119,Manitowoc,44.105108,-87.313828,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WI4360119
"SPRING GREEN MOTEL",,,WI,110049596950,SAUK,43.427998,-89.943329,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049596950
"WOODLINE MANUFACTURING INC","257B MAIN ST CONNORS POINT",SUPERIOR,WI,110070637138,DOUGLAS,46.699124,-92.105572,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070637138
"MIDWEST CLASSICS","3711 W MASON ST BLDG 1",HOBART,WI,110055066618,BROWN,44.51113,-88.15623,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110055066618
"ROBS PERFORMANCE MOTOSPORTS",,,WI,110049652595,JEFFERSON,43.013807,-88.773986,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049652595
"CEDAR LAKE ARENA",,,WI,110050789492,"ST. CROIX",45.028959,-92.447284,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050789492
"SWANSONS MOTEL & CAMPGROUND CMPG 2 BATH HOUSE WELL",,,WI,110052047977,DOUGLAS,46.463316,-91.89258,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052047977
"SALEM EV LUTHERAN CH",,,WI,110050829341,DOOR,45.067808,-87.087936,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050829341
"DRY CLEANERS ETC","102 COOK ST","NEW LONDON",WI,110005457665,WAUPACA,44.38915,-88.73934,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005457665
"FRIENDSHIP WATERWORKS","507 W LAKE ST",FRIENDSHIP,WI,110012846082,ADAMS,43.97409,-89.82315,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110012846082
"DEANS AUTO REPAIR","356 S BROADWAY",STANLEY,WI,110005464103,CHIPPEWA,44.95529,-90.93764,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005464103
"RUTLIN CRANBERRY COMPANY, INC.","1111 COPPER ROAD",WARRENS,WI,110060346718,MONROE,44.127425,-90.520971,N,,1,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110060346718
"KOKES AUTOBODY INC","810 E CENTRAL ST","CHIPPEWA FALLS",WI,110005514309,CHIPPEWA,44.941519,-91.383861,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005514309
"SPITFIRE PUB & GRILL",,,WI,110050878430,WAUKESHA,43.019308,-88.306707,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050878430
"TITAN SPINE","8347 N STEVEN RD",MILWAUKEE,WI,110064651023,MILWAUKEE,43.169363,-88.000388,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110064651023
"WHITNALL PARK LUTHERAN CHURCH",,,WI,110050848927,MILWAUKEE,43.017655,-87.481575,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050848927
"CHURNY CO INC","705 W FULTON ST, PO BOX 569",WAUPACA,WI,110005536982,WAUPACA,44.35795,-89.09842,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005536982
"JON DE FARM","2061 30TH AVENUE",BALDWIN,WI,110031272708,"ST. CROIX",44.90574,-92.38267,N,6,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110031272708
"WISCONSIN BELL INC PL0306","315 ALGOMA BLVD",OSHKOSH,WI,110005438106,WINNEBAGO,44.01973,-88.54134,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005438106
"KINNEY ENTERPRISES","N138 HOPKINS RD",SHELDON,WI,110070639916,RUSK,45.29184,-91.03801,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070639916
"SPIDER LAKE RESORT AND CAMPGROUND",,,WI,110050579469,WASHBURN,45.892463,-91.796423,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050579469
"BLACKWOLF RUN GOLF COURSE REST STN",,,WI,110049885371,SHEBOYGAN,43.746002,-87.730546,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049885371
"WASH CTY HISTORICAL MUSEUM","340 S 5TH ST","WEST BEND",WI,110005482432,WASHINGTON,43.41975,-88.18228,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005482432
"STEVES AUTO BODY","115 DEPOT ST",SOMERSET,WI,110005455159,"ST. CROIX",45.12222,-92.67907,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005455159
"LAKETOWN LUTHERAN CHURCH",,,WI,110052030805,POLK,45.46803,-92.453154,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052030805
"MIDDLETON HIGH SCHOOL","7400 NORTH AVE",MIDDLETON,WI,110005461758,DANE,43.09918,-89.50848,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005461758
"WESTBY WATERWORKS","200 NORTH MAIN ST",WESTBY,WI,110013061998,VERNON,43.65444,-90.85668,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013061998
"WAUSHARA CO PK PONY CREEK",,,WI,110052046727,WAUSHARA,44.112825,-89.239752,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052046727
"NORTH VIEW CAMPGROUND",,,WI,110052022413,DOUGLAS,46.463316,-91.89258,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110052022413
"CESA 5","626 E SLIFER ST",PORTAGE,WI,110005413757,COLUMBIA,43.55852,-89.45383,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005413757
"WI DNR SER HEADQUARTERS","2300 N MARTIN LUTHER KING DR",MILWAUKEE,WI,110005453464,MILWAUKEE,43.060437,-87.913911,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005453464
"DAY BY DAY DISCOVERIES CHILD CARE",,,WI,110050843423,BROWN,44.473961,-87.995926,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050843423
"CHRONOTYPE PUBLISHING CO","28 S MAIN ST","RICE LAKE",WI,110005426994,BARRON,45.50045,-91.7334,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005426994
"SCJ WAREHOUSING OPERATION","9800 72ND AVE","PLEASANT PRAIRIE",WI,110012175537,KENOSHA,42.53092,-87.8942,N,1,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110012175537
"QUINNEY QUENCHER BAR",,,WI,110050884192,CALUMET,44.07841,-88.212132,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050884192
"DEL MONTE FOODS PLT 107","1400 PLOVER RD",PLOVER,WI,110009517433,PORTAGE,44.451367,-89.585761,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110009517433
"DOLLAR GENERAL STORE #6481","2241 MAIN ST STE B","GREEN BAY",WI,110070125104,BROWN,44.48405,-87.97016,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070125104
"HOME DEPOT USA HD4924","4025 STH 28",KOHLER,WI,110070640492,SHEBOYGAN,43.745206,-87.786932,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070640492
"EGAN BROS PARTNERSHIP","N5736 COUNTY HWY T, NEW LONDON, WI 54961","LEBANON, TOWN OF",WI,110064581322,WAUPACA,44.447681,-88.79524,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110064581322
"B S A BRYANT SCOUT RESERVATION - FELLOWSHIP HALL",,,WI,110051986231,JUNEAU,43.932836,-90.113984,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051986231
"BIRMINGHAMS BAR",,,WI,110050841657,DOOR,45.067808,-87.087936,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050841657
"TENNYSON WATERWORKS"," ",POTOSI,WI,110013087033,GRANT,42.6925,-90.6974,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110013087033
"SHERWIN WILLIAMS CO","818 PALACE ST","LA CROSSE",WI,110068607421,"LA CROSSE COUNTY",43.85539,-91.24441,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110068607421
"MEQUON AUTO BODY SHOP","10809 N INDUSTRIAL DR 62W",MEQUON,WI,110005471774,OZAUKEE,43.21434,-87.98737,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005471774
"FOX VALLEY LUTHERAN SCHOOL","2626 ONEIDA ST",APPLETON,WI,110005443154,OUTAGAMIE,44.28651,-88.40584,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005443154
"SOURCE ENERGY SERVICES",,,WI,WI6620740,Trempealeau,44.30305,-91.358867,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=WI6620740
"RAWHIDE BOYS RANCH CENTRAL SERVICES",,,WI,110050653887,WAUPACA,44.478004,-88.967006,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050653887
"MS GLOBAL FOND DU LAC",,,WI,110050799409,"FOND DU LAC",43.754722,-88.493284,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050799409
"LUNCH BOX THE",,,WI,110050863366,"FOND DU LAC",43.754722,-88.493284,N,6,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050863366
"ACA MGMT SERV AMOCO","10477 120TH AVE","PLEASANT PRAIRIE",WI,110005490110,KENOSHA,42.5231,-87.94727,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005490110
"LILY PAD",,,WI,110050655368,LANGLADE,45.259204,-89.06819,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110050655368
"PONDEROSA PINES",,,WI,110051989960,ADAMS,43.973763,-89.767223,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110051989960
"TOWN OF SHELBY","2800 WARD AVE","LA CROSSE",WI,110070640979,"LA CROSSE",43.78331,-91.21419,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070640979
"RECLAIMED RUSTIC WOODWORKS INC","N11067 CTH F",PHILLIPS,WI,110066826377,PRICE,45.69464,-90.405431,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110066826377
"VCA ASSOCIATES IN PET CARE","918 W SUNSET DR",WAUKESHA,WI,110070395174,WAUKESHA,42.988254,-88.247566,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110070395174
"DICKTEN & MASCH LLC.","N44 W33341 WATERTOWN PLANK RD",NASHOTAH,WI,110009514597,WAUKESHA,43.101048,-88.412389,N,0,,,2672,Y,https://echo.epa.gov/detailed-facility-report?fid=110009514597
"NINTH AVENUE AUTO BODY","3200 9TH AVE","SOUTH MILWAUKEE",WI,110064287819,MILWAUKEE,42.8994,-87.85933,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110064287819
"WINCHESTER HILLS GOLF COURSE",,,WI,110049857543,WINNEBAGO,44.085707,-88.668149,N,12,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049857543
"EXPRESS CONVENIENCE CENTER #91","2512 STEFFENS CT","GREEN BAY",WI,110005541431,BROWN,44.469,-87.95766,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005541431
"WE ENERGIES GAS NORTH SERVICE CENTER","1800 W CUSTER AVE",MILWAUKEE,WI,110005453703,MILWAUKEE,43.11522,-87.932715,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005453703
"MERRY MACS CAMP N - STORE",,,WI,110049682580,SAUK,43.427998,-89.943329,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110049682580
"PINE POINT CAMPGROUND 2",,,WI,110063331826,SAWYER,45.864913,-91.14713,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110063331826
"NORTH SHORE ENVIRONMENTAL CONSTRUCTION INC","N117 W18493 FULTON DR",GERMANTOWN,WI,110017612270,WASHINGTON,43.2308,-88.138867,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110017612270
"MICHELS MATERIALS K-751",PORTABLE,BROWNSVILLE,WI,110068619739,"DODGE COUNTY",43.5993,-88.515797,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110068619739
"TRIPLE A SERV","2450 CARLETON AVE",MENASHA,WI,110005493572,WINNEBAGO,44.239926,-88.425483,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110005493572
"HANNA CYLINDERS","8901 102ND STREET","PLEASANT PRAIRIE",WI,110059295276,KENOSHA,42.52539,-87.91388,N,0,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110059295276
"JUNCTION CITY WASTEWATER TREATMENT FACILITY","800 CENTER AVE","JUNCTION CITY",WI,110010887585,PORTAGE,44.58796,-89.76295,N,2,,,,Y,https://echo.epa.gov/detailed-facility-report?fid=110010887585
